Date,Open,High,Low,Close,Volume
08/16/2023,"0.01","0.01","0.01","0.01","67,817"
08/15/2023,"0.01","0.01","0.01","0.01","9,692"
08/14/2023,"0.01","0.01","0.01","0.01","19,012"
08/11/2023,"0.01","0.01","0.01","0.01","7,794"
08/10/2023,"0.01","0.01","0.00","0.01","65,542"
08/09/2023,"0.01","0.01","0.01","0.01","147,201"
08/08/2023,"0.01","0.01","0.01","0.01","1,818"
08/07/2023,"0.01","0.01","0.01","0.01","34,366"
08/04/2023,"0.01","0.01","0.01","0.01","57,959"
08/03/2023,"0.01","0.01","0.01","0.01","5,822"
08/02/2023,"0.01","0.01","0.01","0.01","300"
08/01/2023,"0.01","0.01","0.01","0.01","21,186"
07/31/2023,"0.01","0.01","0.01","0.01","53,148"
07/28/2023,"0.01","0.01","0.01","0.01","17,677"
07/27/2023,"0.01","0.01","0.01","0.01","24,007"
07/26/2023,"0.01","0.01","0.01","0.01","11,292"
07/25/2023,"0.01","0.01","0.01","0.01","19,559"
07/24/2023,"0.01","0.01","0.01","0.01","30,076"
07/21/2023,"0.01","0.01","0.01","0.01","5,401"
07/20/2023,"0.01","0.01","0.01","0.01","15,108"
07/19/2023,"0.01","0.01","0.01","0.01","36,047"
07/18/2023,"0.01","0.01","0.01","0.01","1,651"
07/17/2023,"0.01","0.01","0.01","0.01","42,010"
07/14/2023,"0.01","0.01","0.01","0.01","173,238"
07/13/2023,"0.01","0.01","0.01","0.01","15,366"
07/12/2023,"0.01","0.01","0.01","0.01","14,483"
07/11/2023,"0.01","0.01","0.01","0.01","8,701"
07/10/2023,"0.02","0.02","0.01","0.01","85,519"
07/07/2023,"0.01","0.01","0.01","0.01","2,884"
07/06/2023,"0.01","0.01","0.01","0.01","5,257"
07/05/2023,"0.01","0.01","0.01","0.01","7,195"
07/03/2023,"0.01","0.01","0.01","0.01","29,793"
06/30/2023,"0.01","0.01","0.01","0.01","5,649"
06/29/2023,"0.01","0.01","0.01","0.01","5,194"
06/28/2023,"0.01","0.01","0.01","0.01","22,822"
06/27/2023,"0.01","0.01","0.01","0.01","80,819"
06/26/2023,"0.01","0.01","0.01","0.01","40,487"
06/23/2023,"0.01","0.01","0.01","0.01","21,446"
06/22/2023,"0.01","0.01","0.01","0.01","2,872"
06/21/2023,"0.02","0.02","0.01","0.01","2,002"
06/20/2023,"0.01","0.01","0.01","0.01","18,735"
06/16/2023,"0.01","0.02","0.01","0.01","177,057"
06/15/2023,"0.02","0.02","0.01","0.01","4,732"
06/14/2023,"0.02","0.02","0.01","0.01","1,610"
06/13/2023,"0.01","0.01","0.01","0.01","8,016"
06/12/2023,"0.02","0.02","0.01","0.01","18,549"
06/09/2023,"0.02","0.02","0.01","0.02","15,338"
06/08/2023,"0.02","0.02","0.01","0.02","30,924"
06/07/2023,"0.02","0.02","0.01","0.01","26,713"
06/06/2023,"0.02","0.02","0.01","0.01","9,647"
06/05/2023,"0.02","0.02","0.01","0.02","7,336"
06/02/2023,"0.01","0.02","0.01","0.01","4,719"
06/01/2023,"0.02","0.02","0.02","0.02","11,978"
05/31/2023,"0.02","0.02","0.01","0.02","102,912"
05/30/2023,"0.01","0.02","0.01","0.02","106,512"
05/26/2023,"0.02","0.02","0.01","0.01","2,269"
05/25/2023,"0.02","0.02","0.01","0.01","2,292"
05/24/2023,"0.02","0.02","0.01","0.01","44,233"
05/23/2023,"0.02","0.02","0.02","0.02","44,257"
05/22/2023,"0.02","0.02","0.01","0.02","449,109"
05/19/2023,"0.01","0.02","0.01","0.02","74,516"
05/18/2023,"0.02","0.02","0.01","0.01","37,163"
05/17/2023,"0.02","0.02","0.01","0.02","35,944"
05/16/2023,"0.02","0.02","0.01","0.02","31,710"
05/15/2023,"0.02","0.02","0.01","0.01","9,700"
05/12/2023,"0.01","0.02","0.01","0.02","25,719"
05/11/2023,"0.02","0.02","0.01","0.01","10,963"
05/10/2023,"0.02","0.02","0.01","0.01","48,340"
05/09/2023,"0.02","0.02","0.01","0.01","82,859"
05/08/2023,"0.02","0.02","0.01","0.02","181,778"
05/05/2023,"0.02","0.02","0.02","0.02","63,165"
05/04/2023,"0.02","0.02","0.02","0.02","28,013"
05/03/2023,"0.02","0.02","0.02","0.02","264,736"
05/02/2023,"0.02","0.02","0.02","0.02","46,017"
05/01/2023,"0.02","0.02","0.02","0.02","86,689"
04/28/2023,"0.02","0.02","0.02","0.02","21,824"
04/27/2023,"0.02","0.02","0.02","0.02","14,343"
04/26/2023,"0.02","0.02","0.02","0.02","16,007"
04/24/2023,"0.02","0.02","0.02","0.02","152,780"
04/21/2023,"0.02","0.02","0.02","0.02","17,362"
04/20/2023,"0.02","0.02","0.02","0.02","34,919"
04/19/2023,"0.02","0.02","0.02","0.02","29,576"
04/18/2023,"0.02","0.02","0.02","0.02","41,529"
04/17/2023,"0.02","0.02","0.02","0.02","31,321"
04/14/2023,"0.02","0.02","0.02","0.02","11,530"
04/13/2023,"0.02","0.03","0.02","0.02","125,674"
04/12/2023,"0.03","0.03","0.02","0.02","103,469"
04/11/2023,"0.02","0.02","0.02","0.02","248,604"
04/10/2023,"0.02","0.02","0.02","0.02","41,980"
04/06/2023,"0.02","0.02","0.02","0.02","135,489"
04/05/2023,"0.03","0.03","0.02","0.02","1,537,845"
04/04/2023,"0.03","0.03","0.02","0.02","27,094"
04/03/2023,"0.02","0.03","0.02","0.03","31,870"
03/31/2023,"0.02","0.02","0.02","0.02","58,048"
03/30/2023,"0.02","0.02","0.02","0.02","41,727"
03/29/2023,"0.02","0.02","0.02","0.02","52,898"
03/28/2023,"0.02","0.02","0.02","0.02","253,693"
03/27/2023,"0.02","0.02","0.02","0.02","107,482"
03/24/2023,"0.03","0.03","0.02","0.02","73,816"
03/23/2023,"0.03","0.03","0.02","0.02","663,002"
03/22/2023,"0.03","0.03","0.03","0.03","4,904"
03/21/2023,"0.03","0.03","0.02","0.03","109,095"
03/20/2023,"0.03","0.03","0.03","0.03","58,562"
03/17/2023,"0.03","0.03","0.03","0.03","13,026"
03/16/2023,"0.03","0.03","0.03","0.03","33,217"
03/15/2023,"0.03","0.03","0.03","0.03","109,237"
03/14/2023,"0.04","0.04","0.03","0.03","35,995"
03/13/2023,"0.03","0.04","0.03","0.03","21,749"
03/10/2023,"0.03","0.04","0.03","0.03","21,832"
03/09/2023,"0.04","0.04","0.03","0.03","10,539"
03/08/2023,"0.03","0.03","0.03","0.03","14,323"
03/07/2023,"0.03","0.04","0.03","0.04","106,728"
03/06/2023,"0.03","0.03","0.03","0.03","12,382"
03/03/2023,"0.03","0.03","0.03","0.03","34,376"
03/02/2023,"0.04","0.04","0.03","0.03","43,801"
03/01/2023,"0.04","0.04","0.03","0.03","17,905"
02/28/2023,"0.04","0.04","0.04","0.04","12,312"
02/27/2023,"0.04","0.04","0.04","0.04","101"
02/24/2023,"0.04","0.04","0.04","0.04","65,731"
02/23/2023,"0.04","0.05","0.03","0.04","99,516"
02/22/2023,"0.04","0.05","0.04","0.04","93,120"
02/21/2023,"0.04","0.04","0.04","0.04","77,764"
02/17/2023,"0.04","0.04","0.03","0.04","26,758"
02/16/2023,"0.04","0.04","0.03","0.03","1,416"
02/15/2023,"0.04","0.04","0.04","0.04","20,236"
02/14/2023,"0.04","0.04","0.04","0.04","26,030"
02/13/2023,"0.03","0.04","0.03","0.04","20,523"
02/10/2023,"0.04","0.04","0.04","0.04","14,784"
02/09/2023,"0.04","0.04","0.04","0.04","6,963"
02/08/2023,"0.04","0.04","0.04","0.04","30,155"
02/07/2023,"0.04","0.04","0.03","0.04","12,680"
02/06/2023,"0.04","0.04","0.04","0.04","51,178"
02/03/2023,"0.04","0.04","0.04","0.04","101,536"
02/02/2023,"0.04","0.05","0.04","0.04","198,472"
02/01/2023,"0.05","0.05","0.03","0.04","194,359"
01/31/2023,"0.05","0.05","0.04","0.04","15,614"
01/30/2023,"0.05","0.05","0.05","0.05","64,623"
01/27/2023,"0.05","0.05","0.05","0.05","19,704"
01/26/2023,"0.05","0.06","0.05","0.05","20,899"
01/25/2023,"0.06","0.06","0.04","0.05","271,331"
01/24/2023,"0.05","0.05","0.04","0.04","28,603"
01/23/2023,"0.04","0.05","0.04","0.05","75,639"
01/20/2023,"0.05","0.05","0.04","0.04","16,413"
01/19/2023,"0.05","0.05","0.04","0.04","54,919"
01/18/2023,"0.05","0.05","0.05","0.05","12,390"
01/17/2023,"0.05","0.06","0.05","0.05","81,167"
01/13/2023,"0.05","0.05","0.04","0.05","87,353"
01/12/2023,"0.06","0.06","0.05","0.05","194,817"
01/11/2023,"0.05","0.05","0.05","0.05","38,165"
01/10/2023,"0.05","0.06","0.05","0.05","69,615"
01/09/2023,"0.06","0.07","0.06","0.06","260,674"
01/06/2023,"0.07","0.07","0.06","0.06","341,342"
01/05/2023,"0.06","0.08","0.06","0.07","1,080,299"
01/04/2023,"0.08","0.08","0.06","0.07","395,672"
01/03/2023,"0.07","0.10","0.06","0.07","1,713,776"
12/30/2022,"0.04","0.08","0.04","0.06","1,376,960"
12/29/2022,"0.04","0.05","0.04","0.05","111,244"
12/28/2022,"0.05","0.06","0.04","0.04","331,186"
12/27/2022,"0.07","0.08","0.06","0.06","1,368,275"
12/23/2022,"0.07","0.07","0.05","0.05","444,673"
12/22/2022,"0.07","0.08","0.05","0.06","1,507,696"
12/21/2022,"0.11","0.11","0.05","0.06","3,970,126"
12/20/2022,"0.02","0.15","0.02","0.03","2,261,157"
12/19/2022,"0.05","0.06","0.02","0.02","152,011"
12/16/2022,"0.03","0.03","0.02","0.03","146,220"
12/15/2022,"0.03","0.03","0.03","0.03","5,585"
12/14/2022,"0.03","0.03","0.03","0.03","513"
12/13/2022,"0.05","0.05","0.03","0.03","24,780"
12/12/2022,"0.03","0.03","0.03","0.03","3,846"
12/09/2022,"0.02","0.03","0.02","0.03","6,600"
12/08/2022,"0.03","0.03","0.03","0.03","72,679"
12/07/2022,"0.05","0.05","0.02","0.02","206,333"
12/06/2022,"0.05","0.05","0.02","0.03","135,096"
12/05/2022,"0.05","0.06","0.05","0.05","30,500"
12/02/2022,"0.05","0.05","0.05","0.05","12,009"
12/01/2022,"0.06","0.06","0.05","0.05","9,196"
11/30/2022,"0.08","0.08","0.08","0.08","1"
11/29/2022,"0.09","0.09","0.08","0.08","91,150"
11/28/2022,"0.08","0.09","0.08","0.08","78,293"
11/25/2022,"0.05","0.08","0.05","0.06","16,617"
11/23/2022,"0.04","0.05","0.04","0.05","19,734"
11/22/2022,"0.05","0.05","0.04","0.04","7,409"
11/21/2022,"0.08","0.09","0.05","0.09","24,734"
11/18/2022,"0.05","0.08","0.05","0.08","85,471"
11/17/2022,"0.06","0.06","0.06","0.06","1,226"
11/16/2022,"0.06","0.06","0.06","0.06","22,761"
11/15/2022,"0.05","0.06","0.04","0.04","5,625"
11/14/2022,"0.05","0.05","0.05","0.05","21,043"
11/11/2022,"0.06","0.06","0.04","0.05","9,797"
11/10/2022,"0.03","0.06","0.03","0.04","2,560"
