Date,Open,High,Low,Close,Volume
06/23/2023,"8.67","8.67","8.67","8.67","219"
06/22/2023,"8.66","8.66","8.66","8.66","3,464"
06/20/2023,"8.70","8.70","8.26","8.26","1,617"
06/16/2023,"8.60","8.60","8.60","8.60","352"
06/15/2023,"8.59","8.59","8.58","8.59","3,100"
06/14/2023,"8.31","8.63","8.11","8.63","3,277"
06/13/2023,"8.61","8.61","8.31","8.61","4,150"
06/09/2023,"8.57","8.57","8.57","8.57","162"
06/07/2023,"8.55","8.55","8.55","8.55","107"
06/06/2023,"8.50","8.50","8.41","8.50","6,400"
06/05/2023,"9.00","9.00","8.36","8.36","2,577"
06/02/2023,"8.60","8.66","8.60","8.66","500"
06/01/2023,"8.26","8.30","8.26","8.30","3,498"
05/30/2023,"8.37","8.37","8.25","8.25","12,000"
05/26/2023,"8.37","8.37","8.36","8.36","250"
05/23/2023,"8.31","8.31","8.31","8.31","826"
05/19/2023,"8.25","8.25","8.25","8.25","1,702"
05/17/2023,"8.11","8.11","8.11","8.11","1,550"
05/12/2023,"8.25","8.25","8.25","8.25","3,884"
05/11/2023,"7.77","8.24","7.77","8.24","7,525"
05/08/2023,"7.63","8.22","7.63","7.63","4,872"
05/05/2023,"6.90","8.25","6.89","8.25","11,600"
05/04/2023,"7.60","7.60","6.66","6.90","25,387"
05/03/2023,"7.55","8.24","7.16","7.60","28,775"
05/02/2023,"8.80","8.80","7.65","7.67","6,258"
05/01/2023,"9.06","9.06","8.91","8.91","10,090"
04/28/2023,"9.07","9.10","9.07","9.10","4,764"
04/21/2023,"9.20","9.20","9.20","9.20","3,730"
04/20/2023,"9.20","9.20","9.20","9.20","4,870"
04/19/2023,"9.20","9.20","9.20","9.20","4,500"
04/14/2023,"9.00","9.00","9.00","9.00","269"
04/12/2023,"9.00","9.50","9.00","9.50","550"
04/11/2023,"9.00","9.00","9.00","9.00","3,255"
04/10/2023,"8.75","8.86","8.75","8.86","4,950"
04/04/2023,"9.26","9.26","9.26","9.26","1,417"
04/03/2023,"9.31","9.31","9.31","9.31","500"
03/31/2023,"9.53","9.53","9.31","9.31","2,980"
03/30/2023,"9.40","9.40","9.40","9.40","5,376"
03/29/2023,"9.35","9.40","9.35","9.40","495"
03/28/2023,"9.16","9.35","9.16","9.35","17,448"
03/27/2023,"9.15","9.16","9.15","9.16","436"
03/24/2023,"9.31","9.31","9.02","9.02","8,200"
03/23/2023,"9.61","9.61","9.25","9.40","13,100"
03/22/2023,"9.70","9.89","9.70","9.89","1,921"
03/20/2023,"9.03","9.65","9.03","9.61","8,964"
03/17/2023,"9.82","9.82","9.82","9.82","18"
03/16/2023,"9.18","9.82","9.18","9.82","300"
03/15/2023,"9.16","9.89","9.10","9.89","7,150"
03/14/2023,"9.40","9.40","9.40","9.40","50"
03/13/2023,"10.75","10.75","9.00","9.40","2,243"
03/10/2023,"10.82","10.82","10.82","10.82","100"
03/09/2023,"11.15","11.15","10.95","10.95","12,295"
03/07/2023,"11.50","11.51","11.50","11.50","259,800"
03/06/2023,"11.07","11.55","11.07","11.55","420"
03/03/2023,"11.45","11.55","11.45","11.55","3,375"
03/02/2023,"11.45","11.54","11.45","11.54","1,100"
02/27/2023,"11.60","11.60","11.60","11.60","539"
02/14/2023,"11.06","11.65","11.06","11.65","200"
02/13/2023,"11.71","11.74","11.02","11.65","5,778"
02/07/2023,"11.74","11.74","11.74","11.74","100"
02/06/2023,"11.00","11.75","11.00","11.44","8,590"
02/03/2023,"11.00","11.33","10.70","11.33","18,688"
02/02/2023,"11.00","11.20","11.00","11.20","8,696"
01/31/2023,"10.75","11.25","10.75","11.25","2,400"
01/30/2023,"10.68","11.25","10.60","11.20","7,480"
01/24/2023,"11.24","11.24","11.24","11.24","100"
01/23/2023,"10.50","11.00","10.50","11.00","5,078"
01/19/2023,"10.87","11.00","10.87","11.00","500"
01/17/2023,"10.87","10.87","10.87","10.87","200"
01/13/2023,"10.87","10.87","10.87","10.87","100"
01/12/2023,"10.85","10.85","10.85","10.85","302"
01/10/2023,"10.83","10.83","10.83","10.83","100"
01/05/2023,"10.80","10.80","10.75","10.75","500"
01/04/2023,"10.75","10.75","10.75","10.75","100"
12/30/2022,"10.35","10.87","10.10","10.86","4,544"
12/19/2022,"10.50","10.88","10.50","10.88","5,100"
12/08/2022,"10.90","10.90","10.90","10.90","10"
12/07/2022,"10.80","10.90","10.69","10.90","300"
11/30/2022,"11.20","11.20","10.50","10.80","1,726"
11/28/2022,"10.98","10.98","10.98","10.98","2,354"
11/22/2022,"10.80","10.80","10.80","10.80","100"
11/21/2022,"10.80","10.80","10.80","10.80","100"
11/16/2022,"10.75","10.75","10.75","10.75","1,243"
11/14/2022,"10.95","10.95","10.95","10.95","1,000"
